Student_ID,Age,Gender,Department,CGPA,Sleep_Duration,Study_Hours,Social_Media_Hours,Physical_Activity,Stress_Level,Depression
17863,23,Male,Arts,3.69,6.7,5.3,2.6,133,4,False
17864,23,Female,Business,2.78,7.6,3.4,2.1,98,3,False
17865,21,Male,Business,3.2,5.5,4.9,2.9,119,2,False
17866,18,Female,Business,3.73,6.4,6.3,2.2,52,4,False
17867,22,Male,Arts,1.83,9.0,4.7,5.9,29,3,False
17868,20,Female,Engineering,1.87,9.3,3.1,5.5,121,3,False
17869,21,Female,Medical,2.4,6.5,4.1,3.3,66,2,True
17870,24,Male,Engineering,3.76,4.6,6.5,2.3,3,6,False
17871,23,Female,Arts,3.23,9.4,3.8,4.3,105,5,False
17872,22,Female,Science,3.69,6.4,2.3,3.0,123,5,False
17873,22,Female,Engineering,3.67,9.1,6.5,2.1,100,3,False
17874,23,Male,Science,2.7,6.1,7.8,0.4,19,3,False
17875,20,Male,Engineering,3.2,7.9,4.1,1.4,74,2,False
17876,23,Female,Medical,3.19,8.7,4.8,5.6,87,3,False
17877,18,Male,Arts,2.09,8.5,4.2,3.8,54,6,False
17878,24,Male,Business,2.25,8.8,2.5,3.6,114,3,False
17879,20,Male,Arts,3.42,9.6,3.1,0.7,148,3,True
17880,22,Male,Science,3.27,6.1,4.6,4.0,20,6,False
17881,19,Male,Medical,2.54,5.0,5.1,4.6,140,5,False
17882,18,Female,Business,2.59,6.4,4.3,4.5,65,5,False
17883,19,Female,Arts,3.19,4.3,7.0,2.3,102,8,False
17884,18,Female,Arts,3.49,8.2,4.8,2.8,66,2,False
17885,23,Female,Business,2.27,5.0,1.8,1.7,136,5,False
17886,18,Female,Science,2.4,6.4,6.0,3.9,38,4,False
17887,24,Male,Medical,2.13,7.7,3.0,4.7,95,4,False
17888,18,Female,Business,3.75,7.2,4.4,2.8,77,4,False
17889,22,Female,Arts,3.27,6.7,5.9,4.3,43,5,False
17890,19,Male,Science,2.3,5.9,4.7,2.8,62,3,False
17891,22,Female,Arts,3.02,7.6,11.4,4.9,124,7,False
17892,19,Male,Arts,2.33,7.7,3.4,3.3,23,4,False
17893,18,Female,Medical,2.24,9.3,4.2,2.6,112,4,False
17894,24,Female,Medical,2.12,6.6,6.6,3.4,138,4,False
17895,24,Female,Arts,3.39,8.4,4.6,0.3,57,4,False
17896,20,Male,Arts,2.36,6.2,6.0,7.4,51,6,True
17897,20,Female,Arts,2.08,7.1,3.8,3.7,132,4,False
17898,18,Female,Science,3.1,5.9,5.2,5.1,52,5,False
17899,18,Female,Arts,2.39,9.0,3.0,0.9,85,5,False
17900,22,Male,Engineering,2.28,5.1,3.1,3.7,55,5,False
17901,19,Male,Medical,3.23,7.9,4.5,3.6,42,5,False
17902,20,Male,Business,3.46,7.9,7.1,5.1,33,4,False
17903,24,Male,Engineering,3.18,3.7,3.4,1.8,22,9,False
17904,20,Male,Arts,2.95,8.5,3.1,5.9,124,5,False
17905,19,Female,Medical,3.14,7.7,7.6,3.2,88,2,False
17906,19,Female,Engineering,2.58,5.5,5.4,5.8,149,2,False
17907,18,Male,Business,2.46,4.5,6.2,2.3,74,5,False
17908,24,Male,Science,2.44,7.1,2.5,1.9,144,5,False
17909,18,Male,Arts,3.43,7.8,6.3,4.2,29,5,False
17910,19,Male,Arts,3.27,4.4,6.2,3.3,101,5,False
17911,23,Female,Science,3.78,8.8,1.3,4.2,147,3,False
17912,22,Female,Engineering,3.17,7.7,7.7,4.2,63,5,False
17913,23,Female,Arts,2.81,8.0,3.3,4.4,1,3,False
17914,24,Female,Medical,2.29,4.9,3.0,3.0,66,7,True
17915,18,Female,Engineering,3.45,10.1,5.5,1.6,137,2,False
17916,18,Male,Science,3.08,8.3,7.5,2.5,37,4,False
17917,24,Female,Medical,2.45,7.5,2.4,4.7,10,5,False
17918,24,Male,Science,2.01,8.8,2.4,4.4,51,6,False
17919,21,Female,Business,2.69,7.6,6.4,4.0,81,5,False
17920,23,Male,Science,2.81,4.8,1.0,5.3,149,5,False
17921,21,Female,Medical,3.37,7.0,4.7,2.9,138,2,False
17922,24,Female,Science,2.59,8.0,3.6,4.2,99,5,False
17923,18,Male,Science,1.83,8.2,5.5,5.3,117,5,False
17924,21,Male,Business,2.23,6.5,4.5,2.9,116,2,False
17925,18,Male,Science,2.87,4.4,4.9,3.8,101,7,False
17926,20,Male,Medical,2.42,4.7,2.5,1.0,110,8,True
17927,22,Female,Arts,3.5,7.3,4.0,0.5,67,3,False
17928,18,Male,Engineering,2.07,4.9,4.0,2.7,105,8,True
17929,18,Male,Business,2.13,4.2,4.3,2.6,7,8,False
17930,18,Female,Engineering,3.6,7.5,7.1,4.8,49,4,False
17931,21,Male,Science,2.33,8.3,4.0,2.7,37,6,False
17932,24,Female,Science,2.49,7.1,3.2,3.3,35,4,False
17933,22,Male,Arts,3.12,9.1,1.6,3.0,110,5,False
17934,21,Male,Medical,2.57,8.4,4.7,0.9,141,4,False
17935,20,Female,Engineering,3.76,5.4,4.3,2.3,134,2,True
17936,20,Male,Medical,2.76,8.2,5.0,3.0,119,5,False
17937,23,Female,Engineering,3.77,7.8,1.5,3.9,106,4,True
17938,23,Female,Business,2.22,7.1,1.7,1.2,54,6,False
17939,19,Male,Arts,3.21,4.6,2.1,4.2,88,5,False
17940,19,Male,Science,3.41,7.7,6.0,2.7,75,3,False
17941,22,Female,Science,2.97,8.8,5.5,2.0,34,6,False
17942,21,Male,Engineering,3.5,8.1,1.0,5.4,119,3,False
17943,24,Female,Arts,3.07,4.7,4.9,3.3,35,6,True
17944,18,Female,Medical,2.98,3.9,4.4,2.3,57,6,False
17945,21,Female,Business,3.69,5.6,0.5,2.9,141,5,True
17946,20,Male,Arts,2.58,9.7,3.5,5.2,18,3,False
17947,19,Female,Science,3.19,7.5,7.1,4.1,145,4,False
17948,24,Male,Business,3.32,7.2,3.2,4.5,1,3,False
17949,21,Male,Medical,2.33,4.2,7.1,4.6,105,7,False
17950,24,Male,Engineering,2.2,6.9,2.9,4.8,134,5,False
17951,19,Female,Science,1.98,7.8,5.0,5.2,31,5,True
17952,21,Male,Medical,2.36,6.9,4.0,5.2,77,5,False
17953,21,Female,Engineering,2.63,4.2,0.7,5.0,61,8,True
17954,23,Female,Science,3.26,3.0,5.9,2.6,67,5,False
17955,22,Male,Business,2.5,5.2,5.8,1.6,134,2,False
17956,22,Male,Science,3.1,3.9,3.9,1.0,36,6,False
17957,18,Female,Engineering,2.42,7.2,3.7,4.6,52,6,False
17958,20,Female,Business,3.65,7.9,2.5,4.9,7,4,False
17959,24,Male,Medical,2.78,6.0,3.2,4.6,133,4,False
17960,22,Male,Arts,3.26,5.4,2.5,5.3,46,6,False
17961,19,Female,Science,3.22,8.9,2.8,3.5,114,2,False
17962,22,Male,Business,3.73,7.2,4.0,3.5,127,4,False
17963,21,Female,Arts,2.34,8.2,6.5,2.7,71,3,False
17964,20,Female,Medical,2.23,6.8,0.6,1.9,148,4,False
17965,21,Male,Engineering,3.53,4.7,6.5,5.7,27,5,False
17966,19,Female,Arts,3.33,6.6,2.6,3.2,82,2,False
17967,19,Male,Medical,4.0,6.3,7.3,4.1,54,5,False
17968,23,Male,Medical,3.85,4.7,7.5,0.0,140,6,False
17969,22,Male,Medical,3.03,6.6,6.2,1.3,100,5,False
17970,22,Female,Medical,2.22,7.6,1.3,5.1,42,4,False
17971,20,Male,Engineering,2.58,3.8,1.7,4.6,4,5,False
17972,21,Male,Arts,3.56,8.8,4.8,2.6,126,4,False
17973,23,Female,Medical,2.45,6.7,6.0,4.6,44,4,False
17974,20,Female,Engineering,2.19,3.2,6.0,4.0,29,7,False
17975,23,Female,Arts,3.01,5.6,5.5,3.5,2,4,False
17976,24,Female,Engineering,2.98,7.7,7.0,3.9,135,3,False
17977,18,Female,Engineering,2.4,10.2,5.0,3.8,97,5,False
17978,23,Female,Medical,2.66,8.1,5.4,3.4,74,5,False
17979,19,Female,Arts,3.7,9.7,3.7,4.1,112,4,False
17980,23,Female,Business,2.7,7.0,3.9,3.0,63,5,False
17981,18,Female,Engineering,3.54,6.2,3.0,3.3,91,5,False
17982,20,Female,Engineering,2.74,4.8,5.4,5.9,116,6,False
17983,21,Male,Science,2.18,7.5,6.4,3.2,55,3,True
17984,22,Male,Business,2.64,7.6,7.4,2.4,51,5,False
17985,18,Female,Business,3.05,7.6,5.4,1.2,138,3,False
17986,21,Female,Business,3.46,6.6,4.1,2.4,43,6,False
17987,18,Female,Science,2.03,6.5,2.8,5.4,86,3,False
17988,23,Female,Engineering,3.07,5.3,6.5,3.5,79,3,False
17989,24,Male,Medical,2.22,7.1,3.5,4.6,65,2,False
17990,19,Male,Science,2.3,6.5,1.1,3.1,145,4,True
17991,24,Male,Engineering,3.05,7.9,4.9,3.8,37,4,False
17992,20,Male,Medical,3.54,6.2,3.5,5.1,85,4,False
17993,19,Male,Business,3.48,7.8,0.6,2.5,65,4,False
17994,19,Female,Business,2.71,9.8,6.4,4.9,111,2,True
17995,19,Male,Medical,3.55,6.8,2.8,4.2,146,2,True
17996,22,Female,Business,2.94,6.3,5.5,2.9,88,3,False
17997,20,Male,Business,3.72,7.3,4.1,3.6,104,5,False
17998,21,Male,Arts,3.0,6.4,3.4,1.7,20,6,False
17999,20,Female,Science,2.62,5.8,5.1,2.3,66,4,False
18000,22,Male,Arts,4.0,6.7,7.8,1.6,149,2,False
18001,20,Female,Engineering,3.35,6.5,2.5,4.3,82,3,False
18002,21,Male,Medical,3.54,6.0,4.7,6.5,35,4,False
18003,22,Male,Medical,2.01,4.5,2.9,5.2,105,6,False
18004,21,Female,Engineering,2.46,5.9,5.1,4.0,73,2,False
18005,18,Female,Business,3.71,4.0,4.8,4.6,80,5,False
18006,21,Female,Science,2.51,7.9,4.2,3.4,11,4,False
18007,20,Female,Medical,3.11,7.0,4.8,2.9,13,6,False
18008,24,Male,Business,3.17,3.6,2.7,4.4,49,5,False
18009,24,Male,Medical,2.94,7.1,7.3,4.0,62,3,False
18010,22,Male,Arts,2.67,7.7,4.7,1.5,74,3,False
18011,20,Female,Science,2.2,5.6,4.4,4.4,61,5,False
18012,19,Female,Arts,3.02,7.2,5.0,4.0,132,3,False
18013,24,Male,Engineering,3.7,8.6,6.0,1.9,103,3,False
18014,24,Female,Science,2.75,6.8,8.0,1.9,69,4,False
18015,19,Female,Arts,2.17,6.3,4.4,2.3,83,4,False
18016,22,Female,Medical,2.07,7.4,3.3,2.9,139,5,False
18017,24,Female,Science,2.49,5.6,9.3,3.7,49,3,True
18018,23,Male,Science,2.61,9.5,4.8,4.8,129,2,False
18019,22,Female,Science,2.01,10.5,3.5,5.3,112,3,False
18020,23,Male,Medical,2.77,8.1,8.0,2.8,36,6,False
18021,24,Male,Business,3.1,7.2,7.1,5.0,141,3,False
18022,21,Female,Arts,3.53,9.2,5.0,4.0,88,5,False
18023,24,Male,Medical,2.69,6.4,4.2,3.9,73,3,False
18024,22,Female,Science,2.54,5.6,7.6,2.0,128,2,False
18025,19,Male,Arts,1.91,8.5,2.7,5.6,74,5,False
18026,18,Male,Medical,3.77,5.8,5.1,4.8,108,3,False
18027,20,Male,Arts,3.23,7.2,5.9,0.8,2,4,False
18028,20,Female,Science,3.57,7.9,6.0,1.8,47,6,False
18029,23,Female,Science,3.7,5.6,1.8,3.5,52,3,False
18030,22,Female,Business,3.62,6.4,3.9,4.3,7,6,False
18031,22,Female,Arts,3.11,7.7,1.7,3.5,127,4,False
18032,21,Female,Arts,2.07,8.7,2.5,3.8,120,5,False
18033,24,Male,Science,3.47,5.5,3.7,3.8,69,2,False
18034,24,Male,Engineering,3.56,5.0,3.6,4.1,79,4,False
18035,20,Female,Science,3.14,7.4,4.0,3.8,72,2,False
18036,20,Female,Arts,2.72,9.1,7.0,4.2,111,5,False
18037,18,Male,Arts,2.88,8.7,5.0,4.3,126,4,False
18038,22,Female,Science,2.35,6.9,8.5,2.3,131,3,True
18039,20,Male,Science,3.47,5.4,5.4,3.8,139,4,True
18040,18,Male,Medical,2.24,8.9,4.1,2.0,78,5,False
18041,18,Male,Business,3.32,7.4,6.2,1.5,21,6,False
18042,22,Male,Medical,3.18,8.7,3.6,3.9,1,4,False
18043,18,Female,Engineering,3.78,6.5,1.2,4.0,14,3,False
18044,19,Male,Medical,2.29,7.5,7.1,4.7,44,3,False
18045,18,Female,Engineering,2.24,6.1,3.8,5.4,114,2,False
18046,21,Female,Science,3.68,7.7,0.8,2.9,99,3,False
18047,19,Female,Science,2.47,11.6,4.1,2.9,12,4,False
18048,20,Female,Business,2.18,7.4,4.8,3.1,49,4,False
18049,23,Male,Science,2.17,8.1,6.9,2.5,96,4,False
18050,21,Male,Business,2.89,7.6,1.0,5.1,102,2,False
18051,19,Female,Business,2.98,5.0,3.5,7.1,85,3,False
18052,21,Female,Business,3.76,6.6,3.8,4.3,109,4,False
18053,18,Male,Arts,2.62,6.8,3.7,2.1,117,4,False
18054,20,Male,Medical,2.28,7.1,5.8,3.5,5,3,False
18055,20,Male,Science,2.78,5.6,0.0,5.5,4,4,False
18056,22,Male,Arts,2.01,6.5,2.5,2.9,143,3,False
18057,20,Female,Arts,2.67,5.4,8.5,5.9,136,2,False
18058,23,Male,Engineering,3.37,6.7,4.3,4.3,59,6,False
18059,24,Female,Medical,2.81,7.9,5.1,4.1,131,5,False
18060,22,Male,Engineering,3.22,8.6,5.7,3.6,93,4,False
18061,20,Female,Engineering,3.73,6.0,4.9,4.8,68,4,False
18062,18,Female,Engineering,3.54,6.6,6.4,1.8,139,3,False
18063,22,Female,Medical,3.55,7.8,3.6,3.5,98,2,False
18064,18,Male,Engineering,3.55,6.5,5.1,4.6,103,2,False
18065,19,Female,Science,3.5,6.5,5.1,3.5,120,2,False
18066,18,Female,Engineering,3.45,6.1,4.7,5.7,99,4,False
18067,23,Female,Arts,2.83,6.8,9.4,2.7,41,4,False
18068,18,Male,Business,3.45,10.1,6.2,5.4,77,5,False
18069,23,Female,Business,2.27,7.5,2.7,4.3,7,3,False
18070,24,Female,Arts,3.28,6.4,7.9,3.3,41,3,False
18071,23,Female,Engineering,1.97,5.6,3.1,5.9,85,5,False
18072,21,Male,Engineering,3.42,8.8,6.1,2.6,106,4,False
18073,22,Male,Medical,3.73,5.7,5.0,2.4,2,5,False
18074,22,Male,Engineering,3.25,7.8,5.9,0.8,18,5,False
18075,24,Female,Business,3.75,7.6,2.6,3.8,46,6,False
18076,21,Male,Science,3.72,8.5,6.1,3.9,44,3,False
18077,19,Male,Business,2.14,3.0,4.4,1.2,10,9,True
18078,18,Female,Medical,3.76,4.2,7.0,4.4,84,6,False
18079,23,Male,Arts,2.04,7.4,5.6,2.8,132,5,False
18080,24,Male,Medical,3.8,6.8,5.3,2.4,87,5,False
18081,24,Male,Engineering,3.48,7.8,5.6,5.8,134,4,False
18082,18,Female,Engineering,3.11,7.1,3.2,3.8,101,5,False
18083,24,Male,Engineering,3.63,8.1,4.5,1.9,144,5,False
18084,19,Male,Science,2.04,7.6,3.6,4.1,134,3,True
18085,21,Female,Medical,2.05,7.2,3.5,1.8,93,2,False
18086,18,Male,Engineering,2.54,5.9,6.4,7.4,38,4,False
18087,21,Female,Medical,2.25,6.0,5.0,3.6,57,6,False
18088,23,Female,Business,3.22,6.2,5.2,2.5,40,6,True
18089,24,Female,Medical,3.29,5.0,1.3,0.5,10,5,False
18090,23,Female,Engineering,3.38,4.8,5.2,4.6,131,5,False
18091,18,Male,Engineering,3.54,3.9,7.7,3.3,2,7,True
18092,24,Male,Arts,2.13,8.6,3.2,4.3,126,5,False
18093,22,Female,Arts,3.45,7.1,4.2,1.8,30,3,False
18094,21,Female,Business,2.63,8.1,2.8,4.4,40,3,False
18095,20,Female,Engineering,2.95,8.1,5.7,1.8,105,3,False
18096,21,Male,Engineering,3.98,6.4,7.4,2.0,16,5,False
18097,18,Female,Business,2.19,8.2,4.2,3.9,45,4,False
18098,18,Male,Arts,2.9,9.2,6.7,4.5,112,3,False
18099,18,Female,Business,2.03,6.6,2.5,3.0,78,5,True
18100,20,Female,Engineering,2.76,6.0,5.1,5.2,26,3,False
18101,19,Male,Engineering,2.52,6.4,2.8,2.7,27,4,True
18102,24,Female,Engineering,3.08,5.4,7.0,5.8,7,3,True
18103,18,Female,Science,3.45,6.6,4.3,4.1,69,4,False
18104,22,Male,Business,2.62,8.4,3.7,4.6,29,5,True
18105,20,Female,Medical,2.65,7.8,5.9,3.6,47,6,False
18106,19,Male,Arts,3.46,7.1,5.8,0.9,96,3,False
18107,23,Male,Arts,2.94,5.8,2.3,5.4,18,6,False
18108,24,Male,Engineering,2.86,8.6,5.6,3.3,93,2,False
18109,19,Male,Medical,2.9,6.2,5.5,0.4,31,6,False
18110,22,Female,Engineering,3.59,6.7,0.1,4.4,145,3,False
18111,21,Female,Engineering,2.92,5.5,6.0,4.8,137,2,False
18112,23,Male,Engineering,2.34,7.1,6.8,3.9,114,3,False
18113,23,Male,Engineering,3.06,7.0,6.0,4.3,20,6,False
18114,23,Male,Business,2.18,4.9,5.8,2.5,137,7,True
18115,23,Female,Business,3.36,6.9,8.5,5.4,59,5,False
18116,18,Male,Medical,2.07,9.2,0.0,3.0,97,4,False
18117,20,Male,Science,3.71,9.3,3.7,4.8,98,4,False
18118,24,Male,Science,2.54,5.0,7.2,4.0,125,2,False
18119,23,Female,Arts,3.17,7.2,4.4,5.1,9,5,False
18120,24,Male,Arts,3.61,6.9,5.3,4.7,29,4,False
18121,22,Male,Medical,3.39,7.3,3.9,0.7,107,3,False
18122,18,Male,Arts,3.63,9.8,1.8,3.5,24,5,False
18123,18,Female,Medical,2.28,4.1,4.7,5.5,94,8,False
18124,21,Male,Science,3.39,4.5,4.9,3.1,43,9,False
18125,21,Female,Arts,2.96,7.0,7.0,5.6,121,4,False
18126,24,Male,Science,2.52,5.0,1.5,2.1,9,5,False
18127,22,Female,Arts,2.92,9.3,4.0,3.6,131,5,False
18128,24,Male,Science,2.8,6.5,1.8,4.3,23,3,False
18129,22,Female,Medical,2.39,3.9,4.4,6.0,28,7,False
18130,23,Male,Medical,2.02,3.5,1.7,5.0,4,7,True
18131,20,Female,Medical,2.37,8.7,5.9,2.7,44,6,False
18132,21,Male,Business,3.28,7.4,6.6,3.3,3,3,False
18133,19,Female,Medical,3.01,8.1,4.7,3.9,117,2,False
18134,24,Female,Medical,3.73,6.6,3.5,4.6,146,2,False
18135,20,Male,Medical,3.36,8.5,2.8,4.5,39,6,False
18136,22,Female,Arts,3.15,3.0,1.9,4.4,19,9,True
18137,18,Male,Engineering,3.45,6.2,7.3,3.6,73,5,False
18138,23,Female,Medical,2.32,4.1,3.1,2.4,119,7,False
18139,23,Male,Arts,2.89,8.7,5.5,5.2,129,2,False
18140,24,Male,Medical,3.18,5.8,3.7,4.3,78,3,False
18141,24,Male,Business,2.94,8.1,4.9,3.1,107,2,False
18142,22,Female,Engineering,2.94,8.0,4.4,5.1,40,4,True
18143,19,Male,Arts,2.84,7.1,7.4,2.9,112,2,False
18144,20,Female,Business,3.0,5.9,2.7,2.4,53,3,False
18145,23,Female,Science,2.03,8.8,1.4,2.4,115,2,True
18146,18,Female,Medical,3.63,7.9,4.7,0.0,82,5,False
18147,21,Male,Arts,3.66,5.6,3.4,1.0,54,5,False
18148,23,Male,Arts,3.01,6.7,6.1,4.0,95,2,False
18149,19,Male,Medical,2.97,6.3,3.5,0.6,58,6,False
18150,23,Female,Arts,3.6,6.0,7.3,7.4,48,6,False
18151,19,Female,Arts,2.46,8.1,6.2,0.3,103,5,False
18152,22,Male,Business,3.01,8.4,3.3,6.0,112,3,False
18153,22,Female,Medical,3.52,7.7,1.6,3.2,36,6,True
18154,19,Female,Engineering,2.18,8.0,5.2,5.7,80,2,False
18155,24,Female,Science,3.74,8.9,2.6,3.1,21,6,False
18156,20,Female,Medical,2.56,5.4,7.2,3.5,106,5,False
18157,22,Female,Medical,2.63,4.4,4.5,4.4,116,7,False
18158,20,Male,Business,3.37,5.8,6.5,3.6,26,3,False
18159,18,Female,Science,3.0,9.4,3.7,4.1,56,6,True
18160,22,Male,Medical,3.68,5.0,4.7,3.2,61,5,False
18161,20,Female,Medical,2.83,5.4,7.8,5.4,97,4,False
18162,24,Male,Arts,2.83,6.6,3.3,4.4,50,6,False
18163,19,Female,Science,2.83,8.2,7.6,5.8,39,4,False
18164,20,Male,Business,2.05,5.6,5.8,3.0,57,5,False
18165,24,Female,Medical,3.41,5.6,2.7,4.3,15,5,False
18166,21,Male,Medical,3.38,7.1,1.0,5.5,35,4,False
18167,23,Male,Arts,3.44,6.7,6.4,2.4,132,3,False
18168,19,Male,Arts,2.25,7.8,4.7,3.1,31,5,False
18169,20,Female,Engineering,2.22,4.6,4.0,3.9,123,7,False
18170,24,Male,Arts,2.58,5.5,3.2,5.7,43,4,False
18171,20,Male,Arts,3.3,8.5,3.7,4.0,22,3,False
18172,24,Female,Medical,2.49,7.7,4.2,5.2,89,5,False
18173,20,Male,Engineering,2.35,7.3,6.5,3.4,41,5,False
18174,20,Female,Business,2.8,7.9,3.6,4.0,6,3,False
18175,23,Female,Business,3.42,9.2,2.6,4.6,120,3,False
18176,18,Female,Science,2.67,6.0,6.4,6.5,101,5,False
18177,21,Male,Business,2.64,7.3,3.8,2.1,97,4,False
18178,22,Male,Arts,2.38,9.5,4.3,3.1,121,3,False
18179,21,Male,Engineering,3.66,10.0,4.7,2.8,75,2,True
18180,18,Female,Science,3.76,6.5,6.6,1.1,114,3,False
18181,18,Female,Medical,2.51,7.1,7.0,2.8,9,3,False
18182,23,Female,Medical,2.86,7.7,5.9,5.6,113,4,False
18183,20,Female,Business,3.06,8.1,1.6,4.9,126,5,False
18184,24,Male,Medical,3.66,6.1,5.3,4.5,56,6,False
18185,22,Female,Business,2.25,6.5,0.9,2.4,29,3,False
18186,24,Male,Engineering,3.64,4.5,5.3,4.7,132,5,False
18187,21,Male,Business,3.26,5.9,6.8,2.6,31,5,False
18188,23,Female,Business,3.47,6.6,3.7,2.3,135,2,False
18189,24,Male,Science,2.78,6.0,7.0,5.4,51,4,False
18190,24,Female,Business,2.34,4.3,4.3,4.4,113,8,False
18191,20,Female,Business,3.36,6.5,3.1,4.5,60,4,False
18192,18,Male,Arts,2.49,5.7,4.7,2.8,125,5,False
18193,22,Male,Engineering,2.48,9.6,4.9,2.6,41,4,False
18194,19,Male,Science,3.66,6.2,2.5,4.1,96,4,False
18195,22,Female,Engineering,3.29,8.5,3.1,3.1,65,4,False
18196,19,Female,Medical,2.05,8.1,3.9,3.5,42,6,False
18197,18,Male,Science,2.0,6.4,6.6,5.2,78,5,True
18198,24,Female,Arts,3.54,6.6,4.0,3.5,114,3,False
18199,18,Male,Medical,2.54,6.2,7.4,4.9,128,2,False
18200,21,Female,Engineering,3.25,7.8,6.3,2.8,101,5,False
18201,22,Female,Science,2.02,5.8,6.0,1.8,123,2,False
18202,19,Male,Business,2.07,8.1,4.1,2.6,74,2,False
18203,22,Male,Arts,2.3,7.4,2.9,4.7,124,4,False
18204,24,Female,Engineering,3.76,8.1,3.8,3.1,89,5,False
18205,24,Female,Medical,2.66,7.1,3.4,2.6,44,6,False
18206,21,Male,Medical,1.91,6.7,4.6,5.1,107,5,False
18207,20,Male,Medical,3.24,6.5,7.2,5.0,31,3,False
18208,23,Male,Medical,3.71,9.6,4.4,3.9,96,2,False
18209,23,Male,Business,2.08,7.5,6.0,3.8,37,5,False
18210,18,Female,Business,3.52,6.4,5.6,3.3,35,5,False
18211,22,Male,Engineering,2.0,7.7,3.1,5.2,111,4,False
18212,18,Male,Engineering,2.42,9.4,5.9,4.4,120,5,False
18213,18,Male,Arts,2.5,3.8,3.7,4.3,58,7,False
18214,23,Male,Arts,2.47,6.3,6.8,3.4,103,2,False
18215,18,Male,Medical,2.27,4.0,1.6,6.7,25,8,False
18216,24,Male,Business,2.98,7.1,2.2,2.5,111,3,False
18217,23,Male,Engineering,2.38,5.9,3.7,5.8,60,4,False
18218,21,Female,Medical,3.48,6.4,3.9,1.8,46,5,False
18219,23,Female,Engineering,2.67,4.7,2.1,1.2,86,4,False
18220,23,Male,Science,3.54,6.8,4.8,4.9,97,3,False
18221,18,Female,Engineering,2.59,5.2,5.0,4.0,31,4,False
18222,21,Male,Medical,3.04,8.7,7.9,4.8,1,3,False
18223,20,Female,Engineering,2.69,5.0,6.6,4.5,40,5,False
18224,20,Female,Arts,3.05,6.6,4.6,1.6,25,6,False
18225,24,Female,Medical,3.68,6.0,5.4,0.5,13,4,False
18226,21,Female,Arts,2.83,7.8,6.3,0.0,47,5,False
18227,20,Male,Engineering,3.09,7.6,4.6,2.9,21,6,False
18228,19,Male,Business,3.27,9.6,3.7,4.1,78,5,False
18229,18,Female,Engineering,2.24,6.7,7.2,4.4,100,3,False
18230,19,Male,Engineering,3.79,7.8,0.5,0.7,48,3,False
18231,23,Male,Engineering,2.69,6.7,2.5,4.0,147,3,False
18232,21,Female,Business,2.69,8.6,6.5,2.1,95,4,False
18233,19,Female,Medical,2.81,6.3,5.3,3.6,40,6,False
18234,20,Male,Science,3.14,9.0,6.8,3.8,134,4,False
18235,20,Male,Arts,2.01,9.0,3.5,3.9,25,4,True
18236,22,Female,Engineering,2.45,6.1,2.2,2.9,74,2,True
18237,23,Male,Science,2.99,7.9,3.4,2.5,135,3,False
18238,19,Male,Business,3.41,3.4,2.2,3.3,78,5,False
18239,20,Female,Engineering,2.88,7.1,6.4,4.8,120,4,False
18240,23,Female,Engineering,2.61,8.3,6.4,4.6,70,2,False
18241,23,Male,Business,2.25,5.5,5.4,2.7,57,3,True
18242,20,Female,Engineering,2.17,7.4,3.2,3.2,60,3,False
18243,24,Male,Business,2.56,7.4,7.2,4.0,22,6,False
18244,24,Female,Engineering,3.2,5.7,1.9,1.6,37,3,False
18245,18,Female,Arts,2.86,5.1,4.8,2.6,131,3,False
18246,18,Male,Medical,3.25,9.7,5.1,4.8,52,4,False
18247,24,Female,Science,2.37,9.0,0.8,4.6,21,6,False
18248,21,Male,Medical,2.44,5.1,5.5,4.1,7,5,False
18249,18,Male,Medical,3.58,5.8,1.3,5.3,13,5,False
18250,18,Female,Engineering,2.22,6.8,7.1,4.2,126,4,False
18251,24,Female,Medical,3.72,5.7,2.3,4.7,10,5,False
18252,19,Female,Arts,2.22,8.4,4.9,3.1,100,3,False
18253,23,Female,Arts,4.0,7.8,9.4,4.1,140,2,True
18254,19,Female,Science,2.9,7.3,6.5,3.1,98,5,False
18255,19,Female,Engineering,3.21,5.6,7.1,5.6,129,2,False
18256,18,Male,Medical,3.06,8.7,5.6,4.6,67,3,False
18257,20,Female,Engineering,3.15,5.7,5.6,6.0,131,2,False
18258,23,Female,Science,3.07,7.7,5.3,2.8,89,3,False
18259,19,Male,Business,3.55,7.5,7.9,5.0,2,6,False
18260,18,Female,Arts,2.36,9.3,3.1,4.9,80,4,True
18261,21,Female,Arts,3.58,4.8,2.1,2.1,3,6,True
18262,19,Male,Business,2.84,4.2,6.8,3.0,56,8,True
18263,23,Male,Medical,2.85,6.8,2.6,3.4,144,2,False
18264,24,Male,Medical,2.46,8.2,6.3,0.0,118,4,False
18265,18,Female,Arts,2.39,6.4,3.2,4.2,75,5,False
18266,20,Male,Science,3.39,5.2,5.1,2.8,28,4,False
18267,20,Female,Science,2.52,7.5,3.4,5.8,99,5,False
18268,23,Female,Arts,3.08,7.9,3.4,2.5,44,3,False
18269,22,Female,Engineering,2.78,3.8,1.3,2.0,119,6,False
18270,24,Male,Arts,3.45,6.0,2.7,3.6,54,5,False
18271,24,Male,Engineering,3.43,6.0,7.0,3.5,91,5,False
18272,23,Male,Arts,3.08,5.0,5.6,3.8,67,4,False
18273,18,Female,Engineering,3.07,9.3,3.6,5.4,32,4,False
